"line","word"
1,"el que madruga"
2,"abuelo"
3,"fudon"
4,"meteoro "
5,"nino"
6,"meteoro "
7,"sol"
8,"senor"
9,"balon"
10,"sol"
11,"vecino de pelo rojo"
12,"cualquiera"
13,"sol"
14,"papel "
15,"sol"
16,"amanecer"
17,"primo"
18,"fenomeno"
19,"sol"
20,"tio"
21,"sol"
22,"sol"
23,"gato"
24,"sol"
25,"sol"
27,"senor"
28,"gato"
29,"fenomeno"
30,"tiene esa"
31,"sol"
32,"sol"
33,"sol"
34,"bola"
35,"nino"
36,"sol"
37,"sol"
38,"sol"
39,"pelotas"
40,"sol"
41,"sol"
42,"rueda"
43,"sol"
44,"abuelo"
45,"sol"
46,"balon "
47,"sol"
48,"sol"
49,"la pelota"
50,"no contesto"
51,"mr. senor"
52,"sol"
53,"volcan"
54,"no contesto"
55,"vecino"
56,"sol"
57,"nino"
58,"quemador"
59,"corazon"
60,"carro"
61,"volcan"
62,"pelotas"
63,"dragon"
64,"fuego"
65,"nino"
66,"volcan"
67,"meteorito"
68,"sol"
69,"fuego"
70,"agua"
71,"enojo"
72,"casi"
73,"pelotas"
74,"vecino"
75,"fuego"
76,"sin respuesta"
77,"sol"
78,"viento"
79,"sol"
80,"meteorito"
81,"no contesto"
82,"sol"
83,"sol"
84,"sol"
85,"sol"
86,"sol"
87,"nino"
88,"tiene"
89,"no entiendo"
90,"sol"
91,"sol"
92,"no entiendo nada"
93,"sol"
94,"sol"
95,"padre"
96,"fuego"
97,"plata"
98,"que cosa "
99,"juega"
100,"sol"
101,"fuego"
102,"(dormido)"
103,"sol"
104,"sol"
105,"no contesto"
106,"fuego"
107,"pelota"
108,"circulo"
109,"sol"
110,"sol"
111,"sol"
112,"tio"
113,"papa"
114,"pelo"
115,"balon"
116,"bombero"
117,"sol"
118,"senor"
119,"balon"
120,"aire"
121,"balon"
122,"sol"
123,"no respondio"
124,"papa"
125,"sol"
126,"calor"
127,"sol"
128,"sol"
129,"no la conozco"
130,"fuego"
131,"hombre"
132,"sol"
133,"sol"
134,"sol"
135,"sol"
136,"sofa"
137,"cerillo"
138,"sol"
139,"(el ) o ella "
140,"no respondio"
141,"son tantas"
142,"sol"
143,"gas"
144,"sol"
145,"encendedor"
146,"sol"
147,"sol"
148,"sol"
149,"circulo"
150,"balon"
151,"sol"
152,"sol"
153,"abuelo"
154,"hombre"
155,"balon"
156,"balon"
157,"sol"
158,"hombre"
159,"sol"
160,"hombre"
161,"perro"
162,"cocinero"
163,"balon"
164,"sol"
165,"vecino"
166,"sol"
167,"hombre"
168,"encendedor"
169,"jugador"
170,"sol"
171,"sol"
172,"arma"
173,"odio"
174,"balon"
175,"balon"
176,"sol"
177,"papa"
178,"sol"
179,"rebota"
180,"sol"
181,"hombre"
182,"senor"
183,"enemigo"
184,"amigo"
185,"fireball"
186,"balon"
187,"padre"
188,"fogata"
189,"balon"
190,"perro"
191,"no respondio"
192,"balon"
193,"hermano"
194,"sol"
195,"nino"
196,"sol"
197,"cerillo"
198,"arma"
199,"papa"
200,"si"
201,"sol"
202,"sol"
203,"sol"
204,"sol"
205,"sol"
206,"loco"
